t_rel,cgroup_bytes,kernel_rss,kernel_pss,claude_rss,claude_pss,health_observed,health_claude_rss,health_kernel_rss
185.929,3299663872,15536128,13585408,272441344,270397440,3299676160,272441344,15536128
186.436,3299647488,15536128,13585408,272441344,270397440,3299647488,272441344,15536128
186.942,3300913152,15536128,13585408,272281600,270397440,3300913152,272281600,15536128
187.448,3303084032,15536128,13585408,272281600,270397440,3303084032,272281600,15536128
187.954,3315892224,15536128,13585408,272257024,270397440,3315892224,272257024,15536128
188.460,3314233344,15536128,13585408,272257024,270397440,3314233344,272257024,15536128
188.966,3312304128,15536128,13585408,272379904,270401536,3312050176,272379904,15536128
189.473,3312795648,15536128,13585408,272379904,270413824,3312795648,272379904,15536128
189.979,3312738304,15536128,13585408,272359424,270413824,3312738304,272359424,15536128
190.487,3313106944,15536128,13585408,272359424,270426112,3312971776,272359424,15536128
190.993,3312955392,15536128,13585408,272420864,270430208,3312955392,272420864,15536128
191.499,3321769984,15536128,13585408,272015360,269905920,3321769984,272015360,15536128
192.005,3321626624,15536128,13585408,271867904,269918208,3321626624,271867904,15536128
192.511,3321585664,15536128,13585408,271867904,269922304,3321585664,271867904,15536128
193.017,3321417728,15536128,13585408,271949824,269942784,3321417728,271949824,15536128
193.523,3321380864,15536128,13585408,271949824,269930496,3321380864,271949824,15536128
194.029,3321638912,15536128,13585408,271921152,269922304,3321638912,271921152,15536128
194.536,3321610240,15536128,13585408,271921152,269922304,3321618432,271921152,15536128
195.042,3312574464,15536128,13585408,272031744,269930496,3312574464,272031744,15536128
195.548,3312549888,15536128,13585408,272031744,269930496,3312549888,272031744,15536128
196.054,3312603136,15536128,13585408,271896576,269934592,3312603136,271896576,15536128
196.560,3312570368,15536128,13585408,271896576,269934592,3312570368,271896576,15536128
197.066,3312852992,15536128,13585408,271872000,269967360,3312852992,271872000,15536128
197.572,3312574464,15536128,13585408,271872000,269967360,3312574464,271872000,15536128
198.079,3312615424,15536128,13585408,271831040,269971456,3312615424,271831040,15536128
198.585,3312607232,15536128,13585408,271831040,269971456,3312607232,271831040,15536128
199.091,3312689152,15536128,13585408,272039936,269983744,3312689152,272039936,15536128
199.597,3312680960,15536128,13585408,272039936,269983744,3312680960,272039936,15536128
200.103,3312480256,15536128,13585408,271892480,269983744,3312480256,271892480,15536128
200.609,3312734208,15536128,13585408,271892480,269983744,3312734208,271892480,15536128
201.115,3313831936,15536128,13585408,273154048,271355904,3313848320,273154048,15536128
201.621,3313291264,15536128,13585408,272785408,270835712,3313291264,272785408,15536128
202.127,3313586176,15536128,13585408,272764928,270835712,3313590272,272764928,15536128
202.633,3313577984,15536128,13585408,272764928,270835712,3313577984,272764928,15536128
203.140,3313373184,15536128,13585408,272728064,270839808,3313373184,272728064,15536128
203.646,3313610752,15536128,13585408,272728064,270839808,3313610752,272728064,15536128
204.152,3313414144,15536128,13585408,272719872,270835712,3313414144,272719872,15536128
204.658,3313405952,15536128,13585408,272719872,270835712,3313405952,272719872,15536128
205.165,3313729536,15536128,13585408,272711680,270839808,3313729536,272711680,15536128
205.670,3313983488,15536128,13585408,273104896,271241216,3313983488,273104896,15536128
206.176,3313442816,15536128,13585408,272793600,270839808,3313442816,272793600,15536128
206.683,3313795072,15536128,13585408,273186816,271216640,3313795072,273186816,15536128
207.189,3313569792,15536128,13585408,272883712,270839808,3313569792,272883712,15536128
207.694,3313786880,15536128,13585408,273145856,271241216,3313786880,273145856,15536128
208.200,3313582080,15536128,13585408,272744448,270839808,3313582080,272744448,15536128
208.706,3314077696,15536128,13585408,273006592,271228928,3314077696,273006592,15536128
209.212,3313614848,15536128,13585408,272695296,270843904,3313631232,272695296,15536128
209.718,3313868800,15536128,13585408,273088512,271241216,3313868800,273088512,15536128
210.224,3313401856,15536128,13585408,272908288,270848000,3313401856,272908288,15536128
210.731,3313917952,15536128,13585408,273039360,271233024,3313917952,273039360,15536128
211.237,3313696768,15536128,13585408,272809984,270999552,3313696768,272809984,15536128
211.743,3313369088,15536128,13585408,272764928,270848000,3313369088,272764928,15536128
212.249,3313389568,15536128,13585408,272465920,270479360,3313397760,272465920,15536128
212.755,3313393664,15536128,13585408,273080320,270725120,3313868800,273080320,15536128
213.261,3313483776,15536128,13585408,272687104,270647296,3313483776,272687104,15536128
213.767,3313451008,15536128,13601792,272732160,270802944,3313451008,272732160,15536128
214.273,3313590272,15536128,13601792,272805888,270893056,3313590272,272805888,15536128
214.780,3313659904,15536128,13601792,272916480,270880768,3313659904,272916480,15536128
215.286,3314294784,15536128,13601792,272998400,270917632,3314294784,272998400,15536128
215.792,3314397184,15536128,13618176,272793600,270872576,3314401280,272793600,15536128
216.298,3314446336,15536128,13630464,272793600,270868480,3314446336,272793600,15536128
216.804,3314548736,15536128,13630464,272998400,271077376,3314548736,272998400,15536128
217.310,3314626560,15536128,13642752,272998400,271036416,3314626560,272998400,15536128
217.816,3314778112,15536128,13659136,272961536,271114240,3314778112,272961536,15536128
218.322,3314601984,15667200,13667328,273092608,271065088,3314601984,273092608,15667200
218.828,3314688000,15667200,13667328,273047552,271077376,3314688000,273047552,15667200
219.334,3314835456,15667200,13667328,273047552,271069184,3314835456,273047552,15667200
219.840,3314909184,15667200,13667328,273035264,271085568,3314909184,273035264,15667200
220.347,3314794496,15667200,13667328,273035264,271069184,3314794496,273035264,15667200
220.853,3314831360,15667200,13667328,273035264,271085568,3314839552,273035264,15667200
221.359,3314728960,15667200,13667328,273035264,271069184,3314728960,273035264,15667200
221.865,3314790400,15667200,13667328,273010688,271085568,3314790400,273010688,15667200
222.371,3314655232,15667200,13683712,273010688,271069184,3314921472,273010688,15667200
222.877,3314999296,15667200,13683712,272965632,271085568,3314999296,272965632,15667200
223.383,3315613696,15667200,13683712,273096704,271085568,3315613696,273096704,15667200
223.889,3315949568,15667200,13683712,273207296,271101952,3315949568,273207296,15667200
224.395,3315785728,15667200,13683712,273207296,271085568,3315785728,273207296,15667200
224.901,3315580928,15667200,13683712,273166336,271101952,3315580928,273166336,15667200
225.407,3315499008,15667200,13683712,273166336,271085568,3315499008,273166336,15667200
225.913,3315818496,15667200,13683712,272990208,271101952,3315818496,272990208,15667200
226.419,3315724288,15667200,13683712,272990208,271085568,3315724288,272990208,15667200
226.925,3315830784,15667200,13683712,272969728,271101952,3315830784,272969728,15667200
227.430,3315744768,15667200,13683712,272969728,271085568,3315744768,272969728,15667200
227.936,3315634176,15667200,13683712,272904192,270921728,3315634176,272904192,15667200
228.442,3315728384,15667200,13683712,272904192,270897152,3315728384,272904192,15667200
228.948,3315601408,15667200,13683712,272990208,270921728,3315601408,272990208,15667200
229.454,3315470336,15667200,13683712,272990208,270897152,3315511296,272990208,15667200
229.960,3315605504,15667200,13683712,272822272,270921728,3315605504,272822272,15667200
230.466,3315707904,15667200,13683712,272822272,270897152,3315707904,272822272,15667200
230.972,3315834880,15667200,13683712,272818176,270921728,3315834880,272818176,15667200
231.478,3315666944,15667200,13683712,272818176,270888960,3315679232,272818176,15667200
231.984,3315773440,15667200,13683712,272904192,270999552,3315773440,272904192,15667200
232.490,3315871744,15667200,13683712,272904192,270999552,3315871744,272904192,15667200
232.996,3316776960,15667200,13683712,273035264,270999552,3316776960,273035264,15667200
233.502,3316609024,15667200,13683712,273035264,270999552,3316609024,273035264,15667200
234.008,3316682752,15667200,13683712,273018880,270999552,3316682752,273018880,15667200
234.517,3316793344,15667200,13683712,273018880,270999552,3316793344,273018880,15667200
235.023,3316924416,15667200,13683712,273018880,271011840,3316924416,273018880,15667200
235.531,3316752384,15667200,13683712,273018880,271011840,3316752384,273018880,15667200
236.038,3316826112,15667200,13683712,273117184,271020032,3316854784,273117184,15667200
236.546,3316965376,15667200,13683712,273117184,271020032,3316703232,273117184,15667200
237.053,3316760576,15667200,13683712,273063936,271020032,3316760576,273063936,15667200
237.561,3316895744,15667200,13691904,272932864,271020032,3316895744,272932864,15667200
238.067,3316932608,15667200,13691904,272879616,271024128,3316932608,272879616,15667200
238.577,3317055488,15667200,13691904,272879616,271028224,3317075968,272879616,15667200
239.082,3316883456,15667200,13691904,272982016,271028224,3316883456,272982016,15667200
239.589,3317006336,15667200,13691904,272982016,271028224,3317035008,272982016,15667200
240.095,3316838400,15667200,13691904,272949248,271028224,3316838400,272949248,15667200
240.604,3317248000,15667200,13691904,272949248,271028224,3317055488,272949248,15667200
241.111,3317047296,15667200,13691904,272904192,271028224,3317047296,272904192,15667200
241.630,3317157888,15667200,13691904,272904192,271028224,3317231616,272904192,15667200
242.144,3317760000,15667200,13691904,272875520,271028224,3317760000,272875520,15667200
242.663,3317878784,15667200,13691904,272875520,271028224,3317882880,272875520,15667200
243.182,3317964800,15667200,13691904,272953344,271028224,3317964800,272953344,15667200
243.693,3317841920,15667200,13691904,272953344,271028224,3317841920,272953344,15667200
244.200,3317915648,15667200,13691904,272941056,271032320,3317915648,272941056,15667200
244.710,3318026240,15667200,13691904,272941056,271032320,3318026240,272941056,15667200
245.216,3318099968,15667200,13691904,272932864,271032320,3318099968,272932864,15667200
245.726,3317940224,15667200,13691904,272932864,271032320,3317944320,272932864,15667200
246.232,3318226944,15667200,13691904,273027072,271036416,3318226944,273027072,15667200
246.738,3318108160,15667200,13691904,273027072,271036416,3318177792,273027072,15667200
247.245,3318173696,15667200,13691904,273010688,271036416,3318173696,273010688,15667200
247.751,3319390208,15667200,13691904,273948672,272060416,3319390208,273948672,15667200
248.257,3319140352,15667200,13691904,273940480,272064512,3319140352,273940480,15667200
248.763,3319353344,15667200,13691904,273940480,272064512,3319353344,273940480,15667200
249.270,3319365632,15667200,13691904,274067456,272064512,3319365632,274067456,15667200
249.776,3319312384,15667200,13691904,274067456,272064512,3319312384,274067456,15667200
250.283,3319304192,15667200,13691904,274149376,272064512,3319304192,274149376,15667200
250.789,3319787520,15667200,13691904,274411520,272470016,3319787520,274411520,15667200
251.295,3320315904,15667200,13691904,273952768,272064512,3320315904,273952768,15667200
251.801,3320791040,15667200,13691904,274345984,272482304,3320528896,274345984,15667200
252.308,3320377344,15667200,13691904,274038784,272084992,3320377344,274038784,15667200
252.814,3320819712,15667200,13691904,274432000,272498688,3320819712,274432000,15667200
253.320,3320279040,15667200,13691904,274006016,272080896,3320279040,274006016,15667200
253.826,3320737792,15667200,13691904,274399232,272506880,3320737792,274399232,15667200
254.332,3320463360,15667200,13691904,274096128,272089088,3320463360,274096128,15667200
254.838,3320913920,15667200,13691904,274358272,272482304,3320913920,274358272,15667200
255.345,3320410112,15667200,13691904,274051072,272093184,3320410112,274051072,15667200
255.852,3320881152,15667200,13691904,274313216,272535552,3320881152,274313216,15667200
256.358,3320619008,15667200,13691904,274006016,272097280,3320619008,274006016,15667200
256.864,3320717312,15667200,13691904,274006016,272134144,3320717312,274006016,15667200
257.370,3320549376,15667200,13691904,274006016,272097280,3320549376,274006016,15667200
257.876,3319582720,15667200,13691904,273063936,271069184,3319582720,273063936,15667200
258.383,3319406592,15667200,13691904,273063936,271032320,3319406592,273063936,15667200
258.889,3319484416,15667200,13691904,273018880,271052800,3319484416,273018880,15667200
259.395,3319627776,15667200,13691904,273018880,271032320,3319627776,273018880,15667200
259.901,3319685120,15667200,13691904,273145856,271052800,3319689216,273145856,15667200
260.408,3320352768,15667200,13691904,273145856,271036416,3320352768,273145856,15667200
260.918,3320156160,15667200,13691904,272986112,271056896,3320156160,272986112,15667200
261.424,3320561664,15667200,13691904,272986112,271040512,3320561664,272986112,15667200
261.931,3320393728,15667200,13691904,272965632,271056896,3320393728,272965632,15667200
262.436,3320471552,15667200,13691904,272965632,271040512,3320471552,272965632,15667200
262.942,3320324096,15667200,13691904,273072128,271056896,3320324096,273072128,15667200
263.449,3320434688,15667200,13691904,273072128,271040512,3320434688,273072128,15667200
263.955,3320520704,15667200,13691904,272936960,271056896,3320520704,272936960,15667200
264.461,3320578048,15667200,13691904,272936960,271040512,3320578048,272936960,15667200
264.967,3320692736,15667200,13691904,273068032,271056896,3320692736,273068032,15667200
265.473,3320516608,15667200,13691904,273068032,271040512,3320516608,273068032,15667200
265.979,3320610816,15667200,13691904,273031168,271048704,3320610816,273031168,15667200
266.486,3320467456,15667200,13691904,273031168,271048704,3320467456,273031168,15667200
266.992,3320856576,15667200,13691904,273006592,271044608,3320856576,273006592,15667200
267.499,3320717312,15667200,13691904,273006592,271044608,3320717312,273006592,15667200
268.005,3320848384,15667200,13691904,272977920,271048704,3320848384,272977920,15667200
268.511,3320680448,15667200,13691904,272977920,271060992,3320680448,272977920,15667200
269.017,3320774656,15667200,13691904,273088512,271065088,3320774656,273088512,15667200
269.524,3321417728,15667200,13691904,273088512,271065088,3321417728,273088512,15667200
270.029,3321520128,15667200,13691904,273043456,271065088,3321520128,273043456,15667200
270.535,3321802752,15667200,13691904,273043456,271065088,3321806848,273043456,15667200
271.041,3321659392,15667200,13691904,273002496,271065088,3321659392,273002496,15667200
271.546,3321724928,15667200,13691904,273002496,271101952,3321724928,273002496,15667200
272.052,3321872384,15667200,13691904,273080320,271114240,3321872384,273080320,15667200
272.557,3321602048,15667200,13691904,273076224,271118336,3321602048,273076224,15667200
273.063,3321729024,15667200,13691904,273068032,271122432,3321729024,273068032,15667200
273.569,3321806848,15667200,13691904,273068032,271122432,3321806848,273068032,15667200
274.075,3321933824,15667200,13691904,273162240,271126528,3321933824,273162240,15667200
274.580,3321749504,15667200,13691904,273162240,271126528,3321749504,273162240,15667200
275.086,3321843712,15667200,13691904,273137664,271138816,3321843712,273137664,15667200
275.592,3321925632,15667200,13691904,273137664,271134720,3321925632,273137664,15667200
276.097,3322003456,15667200,13691904,273252352,271134720,3322003456,273252352,15667200
276.603,3321839616,15667200,13691904,273252352,271134720,3321839616,273252352,15667200
277.111,3322212352,15667200,13691904,273063936,271147008,3322212352,273063936,15667200
277.617,3322036224,15667200,13691904,273063936,271147008,3322036224,273063936,15667200
278.122,3322126336,15667200,13691904,273141760,271151104,3322126336,273141760,15667200
278.628,3322982400,15667200,13691904,273141760,271151104,3322982400,273141760,15667200
279.134,3323990016,15667200,13691904,274399232,272314368,3323990016,274399232,15667200
279.640,3324067840,15667200,13691904,274399232,272322560,3324067840,274399232,15667200
280.145,3323899904,15667200,13691904,274247680,272318464,3323899904,274247680,15667200
280.651,3324313600,15667200,13691904,274247680,272318464,3324313600,274247680,15667200
281.156,3324178432,15667200,13691904,274227200,272322560,3324178432,274227200,15667200
281.662,3324252160,15667200,13691904,274227200,272322560,3324252160,274227200,15667200
282.168,3324387328,15667200,13691904,274292736,272322560,3324387328,274292736,15667200
282.674,3324243968,15667200,13691904,274292736,272322560,3324243968,274292736,15667200
283.180,3324121088,15667200,13691904,274227200,272326656,3324121088,274227200,15667200
283.685,3324203008,15667200,13691904,274227200,272326656,3324203008,274227200,15667200
284.191,3324329984,15667200,13691904,274358272,272326656,3324329984,274358272,15667200
284.697,3328401408,15667200,13691904,278159360,276295680,3328401408,278159360,15667200
285.202,3327610880,15667200,13691904,277680128,275660800,3327610880,277680128,15667200
285.708,3327705088,15667200,13691904,277549056,275636224,3327705088,277549056,15667200
286.213,3327946752,15667200,13691904,277532672,275648512,3327946752,277532672,15667200
286.719,3327672320,15667200,13691904,277532672,275652608,3327672320,277532672,15667200
287.224,3327922176,15667200,13691904,277520384,275652608,3327922176,277520384,15667200
287.730,3327737856,15667200,13691904,277520384,275652608,3327737856,277520384,15667200
288.236,3330482176,15667200,13691904,280068096,278122496,3330482176,280068096,15667200
288.741,3330936832,15667200,13700096,280621056,278700032,3330936832,280621056,15667200
289.247,3330838528,15667200,13700096,280592384,278740992,3330838528,280592384,15667200
289.753,3331104768,15667200,13704192,280854528,278851584,3331104768,280854528,15667200
290.259,3331031040,15667200,13732864,280723456,278790144,3331031040,280723456,15667200
290.765,3331063808,15667200,13732864,280723456,278757376,3331063808,280723456,15667200
291.271,3330965504,15667200,13732864,280563712,278765568,3330965504,280563712,15667200
291.776,3331055616,15667200,13732864,280563712,278757376,3331055616,280563712,15667200
292.282,3330932736,15667200,13732864,280682496,278765568,3330932736,280682496,15667200
292.788,3331043328,15667200,13732864,280551424,278761472,3331043328,280551424,15667200
293.293,3331211264,15667200,13732864,280666112,278765568,3331211264,280666112,15667200
293.799,3331088384,15667200,13732864,280666112,278757376,3331088384,280666112,15667200
294.305,3330908160,15667200,13732864,280612864,278691840,3330908160,280612864,15667200
294.815,3331207168,15667200,13732864,280612864,278650880,3331207168,280612864,15667200
295.320,3331219456,15667200,13732864,280604672,278659072,3331219456,280604672,15667200
295.826,3330953216,15667200,13732864,280473600,278650880,3330953216,280473600,15667200
296.332,3330957312,15667200,13732864,280580096,278654976,3330957312,280580096,15667200
296.838,3330965504,15667200,13732864,280580096,278659072,3330965504,280580096,15667200
297.343,3331072000,15667200,13732864,280555520,278671360,3331072000,280555520,15667200
297.849,3330932736,15667200,13732864,280555520,278671360,3330932736,280555520,15667200
298.355,3331067904,15667200,13732864,280657920,278671360,3331067904,280657920,15667200
298.860,3330920448,15667200,13732864,280522752,278650880,3330920448,280522752,15667200
299.366,3331174400,15667200,13732864,280514560,278654976,3331174400,280514560,15667200
299.872,3331194880,15667200,13732864,280514560,278650880,3331203072,280514560,15667200
300.377,3331084288,15667200,13732864,280748032,278654976,3331084288,280748032,15667200
300.883,3330953216,15667200,13732864,280748032,278650880,3330953216,280748032,15667200
301.389,3330854912,15667200,13732864,280604672,278659072,3330854912,280604672,15667200
301.894,3330699264,15667200,13732864,280604672,278654976,3330699264,280604672,15667200
302.400,3331096576,15667200,13732864,280473600,278659072,3331096576,280473600,15667200
302.906,3330965504,15667200,13732864,280473600,278654976,3330965504,280473600,15667200
303.415,3331112960,15667200,13732864,280592384,278659072,3331112960,280592384,15667200
303.920,3330998272,15667200,13732864,280592384,278654976,3330998272,280592384,15667200
304.426,3330879488,15667200,13732864,280588288,278659072,3330879488,280588288,15667200
304.932,3331031040,15667200,13732864,280588288,278663168,3331031040,280588288,15667200
305.442,3331350528,15667200,13731840,280449024,278659072,3331403776,280449024,15667200
305.948,3330985984,15667200,13732864,280449024,278654976,3330985984,280449024,15667200
306.454,3331100672,15667200,13732864,280555520,278659072,3331100672,280555520,15667200
306.960,3331358720,15667200,13736960,280817664,279007232,3331366912,280817664,15667200
307.466,3330940928,15667200,13736960,280666112,278663168,3330940928,280666112,15667200
307.971,3331358720,15667200,13736960,280797184,278999040,3331358720,280797184,15667200
308.477,3330936832,15667200,13736960,280514560,278663168,3330940928,280514560,15667200
308.982,3331133440,15667200,13736960,280645632,278667264,3331133440,280645632,15667200
309.488,3331231744,15667200,13736960,280645632,278659072,3331231744,280645632,15667200
309.994,3331166208,15667200,13736960,280510464,278675456,3331166208,280510464,15667200
310.499,3331002368,15667200,13736960,280510464,278671360,3331002368,280510464,15667200
311.005,3331063808,15667200,13736960,280637440,278679552,3331063808,280637440,15667200
311.510,3330981888,15667200,13736960,280637440,278671360,3330981888,280637440,15667200
312.016,3331018752,15667200,13736960,280498176,278679552,3331018752,280498176,15667200
312.521,3331067904,15667200,13736960,280498176,278675456,3331067904,280498176,15667200
313.027,3330949120,15667200,13736960,280621056,278687744,3330949120,280621056,15667200
313.533,3331129344,15667200,13736960,280621056,278683648,3331129344,280621056,15667200
314.039,3331153920,15667200,13736960,280473600,278691840,3331153920,280473600,15667200
314.544,3330985984,15667200,13736960,280473600,278683648,3330985984,280473600,15667200
315.050,3331424256,15667200,13736960,280580096,278773760,3331424256,280580096,15667200
315.556,3331211264,15667200,13736960,280580096,278704128,3331211264,280580096,15667200
316.062,3331141632,15667200,13736960,280571904,278712320,3331141632,280571904,15667200
316.567,3330957312,15667200,13736960,280571904,278712320,3330957312,280571904,15667200
317.073,3331256320,15667200,13736960,280567808,278720512,3331256320,280567808,15667200
317.579,3331174400,15667200,13736960,280567808,278712320,3331174400,280567808,15667200
318.084,3331194880,15667200,13736960,280543232,278716416,3331194880,280543232,15667200
318.590,3331129344,15667200,13736960,280543232,278716416,3331129344,280543232,15667200
319.095,3331096576,15667200,13736960,280670208,278724608,3331096576,280670208,15667200
319.601,3331076096,15667200,13736960,280670208,278720512,3331076096,280670208,15667200
320.107,3331239936,15667200,13736960,280649728,278724608,3331239936,280649728,15667200
320.612,3331125248,15667200,13736960,280649728,278720512,3331125248,280649728,15667200
321.118,3331452928,15667200,13736960,280612864,278724608,3331452928,280612864,15667200
321.623,3331440640,15667200,13736960,280612864,278720512,3331440640,280612864,15667200
322.129,3331080192,15667200,13736960,280604672,278728704,3331080192,280604672,15667200
322.635,3331067904,15667200,13736960,280604672,278724608,3331067904,280604672,15667200
323.141,3331084288,15667200,13736960,280727552,278728704,3331084288,280727552,15667200
323.646,3331035136,15667200,13736960,280727552,278724608,3331035136,280727552,15667200
324.152,3331194880,15667200,13736960,280707072,278728704,3331194880,280707072,15667200
324.657,3331088384,15667200,13736960,280707072,278724608,3331088384,280707072,15667200
325.163,3331141632,15667200,13736960,280702976,278732800,3331141632,280702976,15667200
325.669,3331137536,15667200,13736960,280702976,278728704,3331137536,280702976,15667200
326.174,3331117056,15667200,13736960,280829952,278728704,3331117056,280829952,15667200
326.680,3331108864,15667200,13736960,280829952,278728704,3331108864,280829952,15667200
327.185,3330310144,15667200,13736960,279703552,277798912,3330310144,279703552,15667200
327.691,3330424832,15667200,13736960,279703552,277901312,3330424832,279703552,15667200
328.196,3330433024,15667200,13736960,279834624,277880832,3330433024,279834624,15667200
328.702,3330387968,15667200,13736960,279834624,277942272,3330387968,279834624,15667200
329.208,3330289664,15667200,13736960,279941120,277946368,3330289664,279941120,15667200
329.713,3330236416,15667200,13736960,279941120,277950464,3330236416,279941120,15667200
330.219,3330863104,15667200,13736960,280420352,278462464,3330863104,280420352,15667200
330.725,3330818048,15667200,13736960,280289280,278450176,3330818048,280289280,15667200
331.231,3331100672,15667200,13736960,280412160,278478848,3331100672,280412160,15667200
331.737,3330973696,15667200,13736960,280281088,278446080,3331026944,280281088,15667200
332.243,3331235840,15667200,13736960,280371200,278478848,3331235840,280371200,15667200
332.749,3331133440,15667200,13736960,280371200,278458368,3331178496,280371200,15667200
333.254,3331178496,15667200,13736960,280367104,278466560,3331178496,280367104,15667200
333.760,3331092480,15667200,13736960,280231936,278462464,3331092480,280231936,15667200
334.303,3331170304,15667200,13736960,280358912,278482944,3331170304,280358912,15667200
334.809,3331321856,15667200,13736960,280358912,278482944,3331321856,280358912,15667200
335.315,3331137536,15667200,13736960,280346624,278487040,3331137536,280346624,15667200
335.820,3331051520,15667200,13736960,280346624,278474752,3331051520,280346624,15667200
336.326,3331125248,15667200,13736960,280338432,278474752,3331125248,280338432,15667200
336.832,3331055616,15667200,13736960,280338432,278482944,3331055616,280338432,15667200
337.338,3331375104,15667200,13736960,280322048,278478848,3331383296,280322048,15667200
337.843,3331080192,15667200,13736960,280113152,278343680,3331080192,280113152,15667200
338.349,3331162112,15667200,13736960,280219648,278339584,3331162112,280219648,15667200
338.882,3331084288,15667200,13736960,280219648,278339584,3331084288,280219648,15667200
339.388,3331153920,15667200,13736960,280322048,278339584,3331153920,280322048,15667200
339.894,3331092480,15667200,13736960,280190976,278335488,3331092480,280190976,15667200
340.400,3331194880,15667200,13736960,280174592,278339584,3331194880,280174592,15667200
340.905,3331149824,15667200,13736960,280174592,278335488,3331149824,280174592,15667200
341.411,3331252224,15667200,13736960,280158208,278339584,3331252224,280158208,15667200
341.917,3331207168,15667200,13736960,280158208,278335488,3331207168,280158208,15667200
342.423,3331047424,15667200,13736960,280264704,278339584,3331047424,280264704,15667200
342.928,3332780032,15667200,13736960,281812992,279953408,3332780032,281812992,15667200
343.434,3332583424,15667200,13736960,281927680,279957504,3332583424,281927680,15667200
343.940,3332763648,15667200,13736960,281927680,279953408,3332763648,281927680,15667200
344.445,3332833280,15667200,13736960,281788416,279957504,3332833280,281788416,15667200
344.951,3332771840,15667200,13736960,281788416,279953408,3332771840,281788416,15667200
345.456,3332870144,15667200,13736960,281894912,279965696,3332870144,281894912,15667200
345.962,3332825088,15667200,13736960,281894912,279961600,3332825088,281894912,15667200
346.468,3332665344,15667200,13736960,282017792,279965696,3332665344,282017792,15667200
346.974,3332620288,15667200,13736960,282017792,279961600,3332620288,282017792,15667200
347.480,3332714496,15667200,13736960,281862144,279965696,3332714496,281862144,15667200
347.985,3332931584,15667200,13736960,281862144,279961600,3332931584,281862144,15667200
348.491,3332747264,15667200,13736960,282075136,279965696,3332747264,282075136,15667200
348.997,3332702208,15667200,13736960,282075136,279961600,3332702208,282075136,15667200
349.503,3332792320,15667200,13736960,281804800,279969792,3332792320,281804800,15667200
350.009,3332710400,15667200,13736960,281804800,279969792,3332710400,281804800,15667200
350.515,3332796416,15667200,13736960,281866240,279982080,3332796416,281866240,15667200
351.022,3332997120,15667200,13736960,281866240,279973888,3332997120,281866240,15667200
351.527,3332800512,15667200,13736960,281858048,279969792,3332800512,281858048,15667200
352.033,3332734976,15667200,13736960,281858048,279969792,3332734976,281858048,15667200
352.538,3332739072,15667200,13736960,281939968,279977984,3332739072,281939968,15667200
353.044,3331100672,15667200,13736960,280256512,278384640,3331100672,280256512,15667200
353.550,3331178496,15667200,13736960,280236032,278388736,3331178496,280236032,15667200
354.056,3331076096,15667200,13736960,280367104,278384640,3331076096,280367104,15667200
354.561,3331153920,15667200,13736960,280354816,278396928,3331153920,280354816,15667200
355.066,3332636672,15667200,13736960,281739264,279789568,3332636672,281739264,15667200
355.575,3333718016,15667200,13721600,281288704,279413760,3333328896,281288704,15667200
356.080,3332493312,15667200,13736960,281550848,279785472,3332493312,281550848,15667200
356.586,3334283264,15667200,13736960,281399296,279445504,3334299648,281399296,15667200
357.107,3334434816,15667200,13736960,281661440,279793664,3334434816,281661440,15667200
357.618,3332579328,15667200,13736960,281391104,279433216,3332579328,281391104,15667200
358.123,3333029888,15667200,13736960,281784320,279801856,3333029888,281784320,15667200
358.629,3332583424,15667200,13736960,281513984,279433216,3332583424,281513984,15667200
359.135,3332767744,15667200,13736960,281329664,279445504,3332767744,281329664,15667200
359.640,3332591616,15667200,13736960,281329664,279437312,3332591616,281329664,15667200
360.146,3332509696,15667200,13736960,281296896,279445504,3332509696,281296896,15667200
360.652,3332595712,15667200,13736960,281296896,279437312,3332595712,281296896,15667200
361.157,3332800512,15667200,13736960,281403392,279445504,3332800512,281403392,15667200
361.663,3332595712,15667200,13736960,281403392,279437312,3332599808,281403392,15667200
362.169,3332829184,15667200,13736960,281391104,279445504,3332829184,281391104,15667200
362.674,3332616192,15667200,13736960,281391104,279437312,3332616192,281391104,15667200
363.180,3332460544,15667200,13736960,281231360,279441408,3332460544,281231360,15667200
363.686,3332628480,15667200,13736960,281231360,279445504,3332628480,281231360,15667200
364.191,3332829184,15667200,13736960,281321472,279441408,3332829184,281321472,15667200
364.697,3332599808,15667200,13736960,281321472,279437312,3332599808,281321472,15667200
365.202,3331555328,15667200,13736960,280346624,278568960,3331555328,280346624,15667200
365.708,3331694592,15667200,13736960,280346624,278564864,3331694592,280346624,15667200
366.214,3331792896,15667200,13736960,280576000,278568960,3331792896,280576000,15667200
366.719,3331719168,15667200,13736960,280576000,278564864,3331719168,280576000,15667200
367.225,3331813376,15667200,13736960,280420352,278568960,3331813376,280420352,15667200
367.730,3331731456,15667200,13736960,280420352,278568960,3331731456,280420352,15667200
368.235,3331592192,15667200,13736960,280412160,278573056,3331592192,280412160,15667200
368.741,3331719168,15667200,13736960,280412160,278568960,3331751936,280412160,15667200
369.247,3331723264,15667200,13736960,280403968,278577152,3331723264,280403968,15667200
369.753,3331706880,15667200,13736960,280403968,278581248,3331706880,280403968,15667200
370.258,3331710976,15667200,13736960,280535040,278589440,3331710976,280535040,15667200
370.764,3331682304,15667200,13736960,280535040,278581248,3331682304,280535040,15667200
